user_id,age,sex,last_month_salary,number_dependents
242,51,M,10000,3
243,42,M,,0
244,60,F,6284,3
245,78,M,12855,0
246,47,F,5533,1
247,51,M,2500,0
248,59,M,12451,0
249,75,M,,0
250,63,F,,0
251,48,M,10500,0
252,23,M,800,0
253,35,F,3500,2
254,41,M,12500,2
255,77,M,,0
256,70,F,3139,0
257,66,M,3710,1
258,46,F,6000,2
259,35,F,3333,2
260,59,M,6150,1
261,74,F,,0
262,27,M,1500,0
263,41,M,8000,1
264,40,F,,0
265,61,M,12814,1
266,43,F,,
267,45,M,2145,2
268,88,M,0,0
269,38,M,8000,1
270,67,F,3855,0
271,77,M,4000,0
272,35,M,3200,0
273,24,F,2000,0
274,53,M,4440,1
275,60,M,10416,2
276,42,F,,
277,47,M,,3
278,56,F,10000,0
279,64,F,981,0
280,21,M,4000,0
281,64,F,5352,0
282,41,M,11600,1
283,59,M,2539,0
284,88,F,1316,0
285,51,M,6500,3
286,35,F,6473,0
287,60,M,,0
288,49,M,,2
289,76,M,2500,0
290,65,F,5000,0
291,61,M,4500,0
292,83,M,1972,0
293,63,F,13740,1
294,61,M,10500,0
295,27,M,1160,0
296,24,F,800,0
297,38,M,3000,2
298,63,F,,0
299,46,F,3001,0
300,39,M,7700,5
301,62,F,9166,0
302,38,M,44574,3
303,44,M,9283,1
304,64,F,3139,0
305,27,M,2500,0
306,48,F,10833,3
307,31,M,4150,1
308,47,M,5502,0
309,81,M,,0
310,66,F,7500,0
311,74,M,10119,0
312,69,M,1630,0
313,44,F,4166,0
314,62,M,23000,0
315,48,M,6110,2
316,50,F,125,1
317,75,M,4240,0
318,49,F,1702,0
319,45,F,1,2
320,58,M,5000,0
321,52,F,8000,2
322,50,M,2800,0
323,34,M,6250,2
324,36,F,,0
325,55,M,4100,3
326,57,F,25473,1
327,48,M,2924,0
328,70,M,4237,0
329,33,M,11372,0
330,47,F,9000,0
331,27,M,1280,0
332,32,M,,0
333,48,F,9023,2
334,39,M,6400,2
335,62,M,5500,1
336,48,F,5500,0
337,23,M,820,0
338,59,F,6000,0
339,44,F,2666,0
340,62,M,4000,0
341,67,F,5000,0
342,65,M,3000,0
343,50,M,3300,0
344,66,F,,0
345,45,M,11900,0
346,59,F,45000,3
347,67,M,4000,0
348,41,M,3916,3
349,52,M,8916,2
350,53,F,7500,2
351,64,M,,0
352,62,M,,0
353,59,F,4200,0
354,43,M,8500,1
355,64,M,,0
356,51,F,,0
357,67,M,11300,1
358,41,F,,2
359,63,F,3500,1
360,60,M,2000,0
361,48,F,5800,3
362,60,M,7800,1
363,61,M,,0
364,53,F,7116,0
365,60,M,4500,0
366,29,F,3750,0
367,63,M,,5
368,31,M,9165,2
369,47,M,8916,2
370,49,F,7800,5
371,52,M,13587,3
372,53,M,1400,0
373,52,F,8902,2
374,47,M,6224,1
375,41,M,8328,2
376,55,F,5000,2
377,57,M,,
378,40,F,2700,0
379,52,F,2540,3
380,34,M,4200,0
381,31,F,5800,0
382,68,M,12000,0
383,44,M,10332,0
384,70,F,2083,0
385,54,M,851,0
386,53,F,2337,0
387,54,M,15000,0
388,80,M,4000,0
389,57,M,,0
390,38,F,3433,2
391,43,M,5000,3
392,39,M,3500,2
393,40,F,,0
394,52,M,6600,0
395,46,M,3340,2
396,43,F,5000,2
397,43,M,9533,0
398,23,F,2557,0
399,39,F,10054,3
400,51,M,,0
401,53,F,13000,3
402,25,M,,0
403,73,M,6292,0
404,56,F,6700,1
405,69,M,,0
406,34,F,,1
407,64,M,9750,2
408,31,M,8333,0
409,61,M,,0
410,47,F,,0
411,34,M,6334,0
412,66,M,8600,1
413,68,F,,0
414,48,M,3500,0
415,34,M,3000,0
416,28,F,1785,0
417,58,M,,0
418,58,F,23250,0
419,37,F,6506,0
420,60,M,,0
421,45,F,5000,2
422,78,M,3500,0
423,64,M,6000,0
424,63,F,11323,2
425,45,M,3516,0
426,40,F,16250,3
427,40,M,,0
428,57,M,6000,3
429,34,M,,0
430,31,F,,0
431,43,M,6583,2
432,43,M,5400,0
433,61,F,3750,0
434,46,M,13333,0
435,87,M,,
436,39,F,6083,0
437,36,M,,2
438,61,F,2301,0
439,58,F,6750,2
440,31,M,5350,0
441,68,F,6459,0
442,75,M,,0
443,45,M,11833,2
444,54,F,,0
445,36,M,,0
446,76,F,10487,0
447,35,M,6666,2
448,54,M,7583,1
449,29,M,,0
450,70,F,25000,0
451,68,M,23200,1
452,47,M,7914,0
453,67,F,7700,0
454,33,M,10784,0
455,27,M,3400,0
456,32,F,5800,2
457,68,M,4200,0
458,48,F,11000,1
459,64,F,3250,0
460,50,M,8654,0
461,55,F,1750,0
462,59,M,4050,1
463,53,M,7005,0
464,44,F,1959,2
465,35,M,5605,0
466,50,F,,0
467,76,M,8333,1
468,46,M,8200,0
469,52,M,10976,3
470,39,F,4333,1
471,76,M,8400,0
472,73,M,3653,0
473,37,F,2000,2
474,33,M,2300,1
475,71,M,,0
476,44,F,15016,1
477,47,M,7917,2
478,41,F,2200,1
479,61,F,5427,0
480,50,M,,0
481,43,F,7933,0
482,46,M,10000,2
483,69,M,3400,0
484,78,F,8579,0
485,74,M,15916,0
486,62,F,9500,0
487,89,M,4755,0
488,90,M,7000,1
489,71,M,,0
490,77,F,4920,0
491,86,M,4583,0
492,36,M,7500,2
493,82,F,,0
494,33,M,10583,2
495,90,M,11000,1
496,73,F,4166,0
497,68,M,800,0
498,65,F,4450,1
499,47,F,6500,2
500,70,M,11348,0
501,31,F,3333,0
502,64,M,7494,1
503,39,M,13999,3
504,25,F,4200,3
505,58,M,17109,1
506,37,F,11666,4
507,55,M,,0
508,76,M,5977,0
509,57,M,,0
510,67,F,,0
511,55,M,5998,0
512,60,M,16425,0
513,25,F,2250,0
514,32,M,6584,3
515,62,M,9583,2
516,30,F,3183,0
517,73,M,,
518,39,F,2656,2
519,25,F,2100,0
520,27,M,4033,1
521,41,F,0,1
522,62,M,4800,0
523,49,M,,0
524,33,F,7250,3
525,53,M,5205,5
526,44,F,6920,1
527,85,M,,
528,38,M,1800,3
529,58,M,,0
530,48,F,3826,0
531,31,M,500,0
532,42,M,9916,0
533,30,F,5346,0
534,39,M,,1
535,57,M,16000,3
536,59,F,,0
537,50,M,12000,2
538,81,F,,0
539,44,F,7291,1
540,53,M,,0
541,56,F,3734,0
542,37,M,7535,4
543,82,M,9949,0
544,50,F,5908,3
545,50,M,,3
546,55,F,,
547,24,M,,
548,82,M,,0
549,62,M,3400,0
550,73,F,7500,0
551,38,M,3500,2
552,56,M,5000,2
553,55,F,3500,0
554,44,M,,0
555,59,M,3864,0
556,54,F,6000,0
557,42,M,10834,0
558,41,F,3333,0
559,41,F,4000,2
560,63,M,8475,0
561,70,F,5416,1
562,77,M,3280,0
563,50,M,5917,2
564,51,F,12750,2
565,57,M,5000,0
566,47,F,,0
567,73,M,7917,1
568,78,M,500,0
569,77,M,8881,0
570,72,F,9992,0
571,31,M,4547,1
572,42,M,8533,0
573,36,F,6583,2
574,57,M,6500,0
575,82,M,,0
576,53,F,,1
577,40,M,6666,2
578,37,F,3076,0
579,39,F,9167,2
580,26,M,,3
581,47,F,5166,0
582,63,M,7600,0
583,66,M,,0
584,63,F,,0
585,74,M,8567,0
586,29,F,,0
587,39,M,5916,3
588,59,M,8000,2
589,46,M,4889,1
590,51,F,4474,0
591,39,M,4954,3
592,34,M,5333,1
593,65,F,,0
594,80,M,4640,0
595,45,M,1750,2
596,62,F,4384,0
597,52,M,9500,1
598,50,F,3417,2
599,49,F,5490,0
600,57,M,3500,0
601,43,F,9000,3
602,34,M,,0
603,47,M,19800,5
604,51,F,7335,1
605,66,M,5300,0
606,43,F,5500,1
607,43,M,9416,0
608,67,M,4583,0
609,41,M,8600,0
610,72,F,9166,0
611,81,M,2400,0
612,73,M,,0
613,43,F,5900,2
614,64,M,,0
615,47,M,,0
616,50,F,7500,0
617,34,M,,0
618,32,F,5008,4
619,42,F,4889,0
620,48,M,5833,2
621,79,F,,0
622,47,M,2750,1
623,54,M,11800,2
624,81,F,4400,0
625,55,M,4960,1
626,32,F,1727,0
627,57,M,6034,1
628,59,M,6967,1
629,34,M,7307,2
630,49,F,14334,2
631,48,M,4094,0
632,56,M,6000,0
633,77,F,,0
634,64,M,5000,0
635,34,M,8340,0
636,48,F,,0
637,60,M,,0
638,74,F,2013,0
639,30,F,2590,2
640,59,M,2300,0
641,36,F,4834,1
642,42,M,9072,0
643,56,M,4793,0
644,43,F,8500,2
645,41,M,4300,0
646,51,F,1,0
647,46,M,12000,3
648,42,M,14250,2
649,45,M,13750,3
650,45,F,6750,1
651,65,M,9200,1
652,69,M,3628,0
653,65,F,13000,0
654,47,M,,3
655,43,M,10595,3
656,31,F,,0
657,33,M,1700,0
658,58,F,12000,0
659,45,F,5200,1
660,30,M,5000,0
661,29,F,1000,0
662,67,M,9307,0
663,53,M,7816,1
664,51,F,6000,1
665,64,M,7470,0
666,63,F,3200,0
667,67,M,5140,0
668,40,M,4975,0
669,45,M,9832,1
670,67,F,4500,1
671,32,M,,0
672,58,M,3649,0
673,43,F,10000,1
674,27,M,3240,1
675,43,M,,0
676,63,F,5660,0
677,30,M,6000,0
678,72,F,11000,1
679,75,F,701,0
680,60,M,,1
681,42,F,7968,0
682,64,M,7940,0
683,41,M,1050,1
684,66,F,14000,0
685,60,M,1800,1
686,32,F,6000,4
687,55,M,4700,1
688,51,M,1875,0
689,35,M,,0
690,50,F,4750,0
691,30,M,,0
692,59,M,8000,0
693,40,F,18500,1
694,59,M,12250,0
695,50,M,5975,0
696,27,F,7072,0
697,53,M,2826,1
698,73,F,,0
699,60,F,5600,0
700,64,M,8750,0
701,37,F,5916,0
702,30,M,3442,0
703,48,M,7002,3
704,30,F,1280,1
705,52,M,1,2
706,67,F,,0
707,43,M,3916,0
708,56,M,9000,3
709,45,M,13100,4
710,56,F,19000,2
711,55,M,3000,2
712,44,M,8416,2
713,34,F,6000,3
714,34,M,7083,0
715,71,M,6000,0
716,56,F,4937,0
717,39,M,5298,2
718,79,F,6501,0
719,69,F,4000,0
720,30,M,,0
721,73,F,,
722,29,M,0,0
723,72,M,9583,0
724,59,F,,
725,39,M,0,1
726,55,F,7500,1
727,77,M,,0
728,58,M,,2
729,38,M,20000,1
730,60,F,,0
731,46,M,4250,0
732,62,M,,0
733,51,F,14000,1
734,52,M,20000,3
735,73,M,5415,0
736,82,F,2700,0
737,28,M,8350,2
738,35,F,8100,0
739,61,F,7959,0
740,47,M,2995,2
741,83,F,1900,0
742,64,M,1,0
743,74,M,6000,0
744,39,F,,0
745,57,M,7000,1
746,34,F,82000,1
747,34,M,1971,0
748,28,M,2800,0
749,56,M,,1
750,32,F,2400,1
751,75,M,5500,1
752,46,M,16600,4
753,37,F,2550,2
754,63,M,8500,0
755,29,M,4300,0
756,74,F,,0
757,36,M,10000,1
758,70,F,7000,0
759,68,F,6853,0
760,63,M,3200,0
761,44,F,3416,0
762,24,M,3600,2
763,52,M,3200,1
764,54,F,,0
765,59,M,3700,0
766,84,F,1450,0
767,53,M,9100,0
768,78,M,16000,0
769,33,M,6250,0
770,40,F,,0
771,22,M,1000,0
772,62,M,8333,2
773,52,F,7700,2
774,68,M,,0
775,46,M,10000,2
776,55,F,12159,0
777,47,M,,0
778,38,F,18561,3
779,46,F,3583,0
780,33,M,7167,2
781,56,F,2505,0
782,45,M,5400,3
783,36,M,5900,0
784,37,F,2860,3
785,23,M,,2
786,40,F,,0
787,66,M,,0
788,71,M,5191,0
789,55,M,,0
790,47,F,,0
791,34,M,7953,0
792,75,M,3048,0
793,27,F,,0
794,62,M,7000,0
795,66,M,3416,0
796,22,F,929,0
797,63,M,6833,0
798,65,F,13916,0
799,58,F,7090,0
800,41,M,5850,0
801,24,F,2800,0
802,39,M,,0
803,66,M,7600,3
804,69,F,3400,1
805,53,M,3354,0
806,61,F,5000,0
807,53,M,11000,2
808,29,M,6250,0
809,34,M,,0
810,46,F,6108,0
811,51,M,3766,2
812,39,M,3821,0
813,63,F,2750,0
814,53,M,1070,0
815,75,M,13566,2
816,60,F,,
817,42,M,6612,0
818,50,F,,0
819,69,F,,0
820,39,M,8083,2
821,47,F,3500,1
822,59,M,,
823,35,M,,0
824,32,F,13200,0
825,37,M,500,3
826,53,F,,0
827,35,M,3500,0
828,46,M,10000,3
829,71,M,4500,0
830,63,F,3416,0
831,58,M,10829,2
832,44,M,12308,0
833,37,F,7000,0
834,51,M,3333,3
835,33,M,,0
836,67,F,14200,0
837,33,M,5500,0
838,45,F,8166,1
839,54,F,6800,0
840,81,M,,
841,41,F,6833,1
842,62,M,4800,0
843,57,M,14858,1
844,78,F,7650,0
845,58,M,,0
846,39,F,,1
847,35,M,5242,2
848,57,M,5930,0
849,64,M,5000,0
850,46,F,5085,3
851,49,M,3520,0
852,35,M,3666,0
853,29,F,,3
854,57,M,7750,1
855,59,M,7900,1
856,48,F,4666,2
857,62,M,,
858,63,F,7800,0
859,53,F,2250,1
860,73,M,3800,0
861,34,F,20000,0
862,63,M,,0
863,53,M,2600,0
864,41,F,7200,1
865,21,M,867,0
866,51,F,6750,2
867,58,M,11956,0
868,30,M,2458,0
869,67,M,0,0
870,49,F,16765,0
871,38,M,4686,5
872,49,M,3768,2
873,43,F,10000,3
874,24,M,,
875,74,M,,0
876,52,F,11666,2
877,45,M,10600,1
878,48,F,3450,0
879,23,F,0,0
880,68,M,10200,0
881,71,F,5167,0
882,61,M,1100,0
883,52,M,2300,1
884,45,F,1700,1
885,67,M,4939,0
886,81,F,2500,0
887,51,M,5666,2
888,47,M,1,1
889,39,M,,0
890,47,F,4807,1
891,57,M,6666,1
892,42,M,9333,2
893,38,F,11000,3
894,40,M,7500,2
895,38,M,5000,0
896,43,F,2500,1
897,44,M,5210,0
898,36,F,8000,0
899,47,F,,1
900,67,M,800,0
901,31,F,7878,2
902,48,M,5200,0
903,50,M,2800,2
904,67,F,4666,0
905,33,M,,
906,41,F,6125,2
907,71,M,4987,0
908,52,M,4534,0
909,35,M,,2
910,49,F,5845,0
911,78,M,4000,0
912,45,M,4800,2
913,44,F,10875,3
914,43,M,,
915,80,M,5100,1
916,66,F,6666,0
917,40,M,9166,1
918,60,F,8333,0
919,56,F,,2
920,36,M,,0
921,88,F,,0
922,54,M,12066,2
923,56,M,3797,1
924,90,F,3473,0
925,43,M,2083,3
926,38,F,6080,1
927,72,M,7200,0
928,64,M,8188,0
929,79,M,4851,0
930,38,F,2650,0
931,52,M,2331,2
932,49,M,21500,2
933,75,F,18600,1
934,54,M,,0
935,49,M,4000,0
936,41,F,5000,2
937,39,M,5200,2
938,74,F,7904,0
939,43,F,5070,0
940,67,M,4500,1
941,22,F,2745,0
942,54,M,250,0
943,67,M,2916,0
944,81,F,7072,0
945,51,M,,0
946,87,F,,0
947,64,M,,0
948,46,M,6800,1
949,41,M,4218,1
950,31,F,3000,1
951,45,M,,2
952,59,M,6916,0
953,57,F,8847,1
954,72,M,5000,0
955,29,M,,0
956,57,F,6500,0
957,47,M,,0
958,49,F,18000,2
959,43,F,4684,0
960,61,M,3091,0
961,82,F,10933,0
962,28,M,4300,0
963,38,M,,0
964,62,F,5916,0
965,31,M,4076,0
966,81,F,5263,0
967,31,M,3555,2
968,55,M,5450,3
969,75,M,1700,0
970,55,F,,0
971,33,M,5035,2
972,79,M,3400,1
973,64,F,8000,0
974,55,M,1000,0
975,62,M,9500,1
976,56,F,,2
977,53,M,10000,3
978,57,F,18333,0
979,41,F,4800,4
980,34,M,,0
981,35,F,5000,0
982,52,M,,2
983,25,M,2240,0
984,50,F,1500,1
985,35,M,8000,0
986,40,F,0,5
987,42,M,,0
988,40,M,8333,2
989,73,M,7950,0
990,49,F,2544,1
991,58,M,8500,0
992,38,M,24000,1
993,68,F,,0
994,53,M,1182,2
995,66,M,12000,0
996,57,F,2674,1
997,58,M,21258,0
998,54,F,30000,2
999,75,F,2892,0
1000,56,M,4300,0
1001,40,F,15000,2
1002,67,M,13000,1
1003,56,M,6600,0
1004,41,F,2600,3
1005,51,M,11500,3
1006,64,F,,0
1007,64,M,2500,0
1008,33,M,8750,2
1009,39,M,6163,2
1010,60,F,,0
1011,27,M,1250,0
1012,23,M,6000,1
1013,48,F,11000,2
1014,61,M,9000,0
1015,28,M,3255,0
1016,38,F,3510,1
1017,47,M,7084,2
1018,51,F,8200,0
1019,62,F,11600,1
1020,44,M,6428,1
1021,62,F,4001,0
1022,60,M,7067,0
1023,66,M,,0
1024,48,F,5166,0
1025,70,M,,
1026,30,F,3600,0
1027,23,M,1666,0
1028,58,M,4889,0
1029,50,M,,0
1030,56,F,4530,0
1031,26,M,2942,2
1032,35,M,4583,0
1033,50,F,3928,0
1034,65,M,10000,0
1035,54,M,4950,4
1036,40,F,6780,1
1037,71,M,,0
1038,75,F,,1
1039,59,F,2300,3
1040,80,M,,0
1041,73,F,4000,0
1042,54,M,9166,0
1043,61,M,10500,0
1044,63,F,8580,0
1045,70,M,11666,0
1046,48,F,22000,3
1047,44,M,3777,1
1048,62,M,12810,1
1049,58,M,5000,0
1050,86,F,5716,0
1051,51,M,7589,2
1052,50,M,4153,1
1053,55,F,5836,0
1054,75,M,2400,1
1055,64,M,13479,0
1056,64,F,7916,0
1057,62,M,4688,0
1058,56,F,1500,0
1059,79,F,2433,0
1060,57,M,13000,2
1061,66,F,9967,0
1062,70,M,5000,1
1063,74,M,2100,0
1064,58,F,,
1065,59,M,3281,0
1066,52,F,3333,1
1067,30,M,1500,0
1068,49,M,4900,1
1069,61,M,10000,1
1070,41,F,2500,0
1071,76,M,2700,0
1072,45,M,0,2
1073,58,F,8333,2
1074,68,M,9000,0
1075,71,M,5700,0
1076,75,F,,0
1077,62,M,6000,0
1078,66,F,9300,0
1079,46,F,3800,2
1080,65,M,14325,0
1081,67,F,9300,0
1082,47,M,2535,0
1083,62,M,,0
1084,81,F,,0
1085,75,M,,
1086,36,F,5000,0
1087,59,M,4709,0
1088,55,M,4250,0
1089,57,M,6500,0
1090,37,F,6250,2
1091,36,M,10400,1
1092,24,M,820,0
1093,27,F,2600,0
1094,81,M,3597,0
1095,55,M,7500,2
1096,44,F,8500,2
1097,66,M,,1
1098,63,F,8500,0
1099,30,F,,0
1100,43,M,0,1
1101,47,F,4798,4
1102,53,M,4500,0
1103,70,M,,
1104,82,F,,0
1105,30,M,2750,1
1106,51,F,5200,0
1107,55,M,,0
1108,53,M,2400,1
1109,37,M,6000,0
1110,88,F,,0
1111,51,M,5000,1
1112,24,M,1879,0
1113,65,F,10395,0
1114,36,M,3940,0
1115,60,M,22799,0
1116,55,F,6000,1
1117,67,M,12374,1
1118,39,F,9900,3
1119,39,F,1,2
1120,59,M,,0
1121,88,F,,0
1122,49,M,3878,0
1123,44,M,13500,1
1124,49,F,4888,1
1125,89,M,2253,0
1126,32,F,3650,1
1127,70,M,6000,1
1128,48,M,4872,3
1129,46,M,8182,3
1130,30,F,3005,0
1131,45,M,4500,1
1132,65,M,4299,0
1133,67,F,14880,0
1134,53,M,8666,0
1135,53,M,5193,2
1136,60,F,12500,1
1137,63,M,19200,1
1138,60,F,9916,0
1139,47,F,8000,3
1140,66,M,3108,0
1141,23,F,1800,0
1142,29,M,2500,3
1143,66,M,,1
1144,55,F,,0
1145,47,M,,2
1146,78,F,5100,1
1147,75,M,,0
1148,47,M,1350,3
1149,50,M,,0
1150,43,F,9060,3
1151,62,M,,0
1152,56,M,12683,0
1153,38,F,3292,0
1154,59,M,7400,1
1155,44,M,11340,3
1156,44,F,4833,0
1157,54,M,2875,0
1158,22,F,929,0
1159,66,F,,0
1160,61,M,,0
1161,37,F,1872,2
1162,59,M,3156,3
1163,56,M,3224,2
1164,46,F,8867,2
1165,69,M,,0
1166,57,F,2705,1
1167,60,M,,0
1168,29,M,5600,0
1169,79,M,,0
1170,47,F,10548,1
1171,52,M,4270,2
1172,69,M,6001,1
1173,73,F,10357,0
1174,45,M,,
1175,52,M,10380,1
1176,61,F,1,0
1177,50,M,5000,1
1178,54,F,12500,1
1179,61,F,,3
1180,60,M,16000,1
1181,56,F,,1
1182,47,M,5000,3
1183,63,M,,0
1184,62,F,,0
1185,54,M,4400,0
1186,82,F,6000,0
1187,46,M,6473,3
1188,39,M,7332,2
1189,33,M,2700,0
1190,51,F,,
1191,44,M,2982,0
1192,49,M,7700,0
1193,60,F,5338,0
1194,75,M,75000,0
1195,40,M,11000,3
1196,51,F,1200,0
1197,60,M,8216,1
1198,52,F,4000,1
1199,67,F,6000,0
1200,47,M,16666,3
1201,43,F,8000,0
1202,38,M,5255,3
1203,68,M,6900,0
1204,60,F,5991,1
1205,35,M,6700,3
1206,67,F,4188,0
1207,61,M,,0
1208,77,M,2400,0
1209,58,M,,0
1210,42,F,1500,1
1211,49,M,6785,2
1212,49,M,11100,0
1213,54,F,24500,1
1214,59,M,5590,0
1215,62,M,9875,2
1216,43,F,3000,1
1217,51,M,5857,0
1218,58,F,5261,0
1219,34,F,5000,1
1220,43,M,14833,3
1221,68,F,,1
1222,57,M,27082,2
1223,55,M,,1
1224,63,F,7300,0
1225,54,M,1800,1
1226,55,F,3000,0
1227,63,M,7200,0
1228,38,M,2720,2
1229,48,M,6000,2
1230,51,F,6700,2
1231,52,M,8800,1
1232,30,M,4000,0
1233,83,F,19867,0
1234,52,M,10200,3
1235,43,M,8324,3
1236,60,F,,
1237,47,M,6500,2
1238,32,F,4425,1
1239,48,F,33333,3
1240,27,M,3500,0
1241,26,F,6008,1
1242,24,M,,0
1243,46,M,7079,1
1244,44,F,8102,2
1245,31,M,5000,0
1246,26,F,4304,2
1247,30,M,5000,0
1248,54,M,1680,1
1249,37,M,6333,2
1250,56,F,,0
1251,69,M,,0
1252,75,M,,0
1253,73,F,,
1254,44,M,3800,0
1255,86,M,3416,0
1256,40,F,5333,2
1257,73,M,1508,0
1258,75,F,6567,0
1259,39,F,8000,3
1260,40,M,6364,0
1261,74,F,4840,0
1262,49,M,10716,2
1263,31,M,3900,0
1264,48,F,3750,3
1265,53,M,5527,0
1266,59,F,,0
1267,80,M,,
1268,49,M,7500,0
1269,78,M,10000,0
1270,55,F,,0
1271,51,M,19250,3
1272,38,M,4912,3
1273,45,F,,1
1274,65,M,,0
1275,48,M,,0
1276,98,F,950,0
1277,56,M,15000,0
1278,29,F,,0
1279,51,F,4000,1
1280,32,M,11744,2
1281,74,F,5395,0
1282,46,M,,0
1283,54,M,7578,0
1284,27,F,2700,0
1285,71,M,3989,1
1286,45,F,6141,2
1287,47,M,6600,1
1288,53,M,18000,2
1289,69,M,2208,0
1290,61,F,7500,2
1291,44,M,2400,0
1292,56,M,7000,1
1293,25,F,7083,0
1294,60,M,0,0
1295,77,M,6500,0
1296,35,F,6426,1
