user_id,more_90_days_overdue,using_lines_not_secured_personal_assets,number_times_delayed_payment_loan_30_59_days,debt_ratio,number_times_delayed_payment_loan_60_89_days
65,0,0.179847652,0,0.029359859,0
66,0,0.06181292,1,0.528624767,0
67,0,0.719017413,0,0.244023083,0
68,0,0.952488964,0,0.340406402,0
69,0,1.005712654,1,1092,0
70,0,0.014271373,0,0.404897245,0
71,0,0.59045152,1,1267,0
72,0,0.05168249,0,0.007358953,0
73,0,0.003363534,0,0.000586396,0
74,0,0.006739541,0,0.148370326,0
75,0,0.851882962,1,0.378373889,0
76,0,0.242150295,0,0.830939227,0
77,0,0.024576473,0,0.19477403,0
78,0,0.9999999,0,2247,0
79,0,0.296724621,0,0.384670487,0
80,0,0.028210996,0,44,0
81,0,0.205034718,0,0.407417507,0
82,0,0.244197674,0,2.350824588,0
83,0,0.005627802,0,0.232602845,0
84,0,0.60369641,1,0.408397901,0
85,0,0.043186305,0,0.171342862,0
86,0,0.878372311,0,0.277268761,0
87,0,0.058941059,0,0.080894383,0
88,2,0.8732507,0,0.021000763,0
89,0,0.592819985,0,0.20584706,0
90,0,0.066286816,0,1207,0
91,0,0.000449978,0,0,0
92,0,0.03552937,0,0.0009998,0
93,0,0.9999999,0,424,0
94,0,0.859114089,0,0.160946351,0
95,0,0.113051593,0,0.131024634,0
96,1,0.641376268,1,0.160811197,0
97,0,0.6356961,0,0.252866478,0
98,0,0.183095507,0,0.79128727,0
99,0,0.347330534,0,0.094502499,0
100,0,0.520300666,0,2578,0
101,0,0,0,0,0
102,0,0.002777623,0,0.076510446,0
103,0,0.091717813,0,739,0
104,0,0,0,0.197057278,0
105,0,0.012008,0,0.0031956,0
106,0,0,0,14,0
107,0,0.566577567,1,0.302608294,0
108,0,0.32743763,0,0.382808596,0
109,0,0.040339651,1,1704,0
110,0,0.011770756,0,0.001470156,0
111,0,0.035565408,0,0.497233518,0
112,0,0.970388412,0,0.391001607,0
113,0,0.015805942,0,0.149314482,0
114,0,0.193265993,0,0.11572107,0
115,0,0.045926651,0,0.023990404,0
116,0,0.070572099,0,2130,0
117,0,0,1,0.374666158,0
118,0,0,0,0,0
119,0,0.04495646,0,0.15240501,0
120,98,0.9999999,98,0,98
121,0,0.303717749,0,0.66953624,0
122,0,0.012247902,0,0.001406206,0
123,0,0.831026048,0,0.126973311,0
124,0,0.156464409,0,1986,0
125,0,0.00999001,0,197,0
126,0,0.549776335,0,0.477002706,0
127,0,0.017651972,0,0.26843204,0
128,0,0,0,0.382313882,0
129,0,0.135371075,0,0.408368326,0
130,0,0.094190527,0,218,0
131,0,0.9999999,0,1782,0
132,0,0.066052985,0,1625,0
133,0,0.021607816,0,0.395023328,0
134,0,0.182724252,0,0.129934841,0
135,0,0.24652915,0,318,0
136,0,0.093200479,0,0.579488644,0
137,0,0.180525106,0,0.084591541,0
138,0,0.167304475,0,0.595895817,0
139,0,0.9999999,0,1247,0
140,0,0.359477533,0,0.44951712,0
141,0,0,0,0.036351098,0
142,0,0.56839682,0,0.295764869,0
143,0,0.098465124,0,0.25814837,0
144,0,0.895215021,3,1514,0
145,0,0.595666278,0,0.189719049,0
146,0,0.004422608,0,17,0
147,0,0.288213073,0,0.320421821,0
148,0,0.024022958,0,0.369784565,0
149,0,0,0,0,0
150,0,0.026509663,0,0.191174731,0
151,0,0.04481627,0,0.223185121,0
152,1,0.235528942,1,0.075083893,1
153,0,0.018292846,0,0.28651351,0
154,0,0.087607619,0,0.374099047,0
155,0,0.020805188,0,0.897102897,0
156,0,1.00239952,1,0.299350325,2
157,0,0.012537002,0,0.00129987,0
158,0,0.005512644,0,0.952698201,0
159,0,0.613576566,2,0.057191233,0
160,0,0.219654499,1,3511,0
161,0,0.133686631,0,0.009359251,0
162,0,0.232407601,1,0.275303644,0
163,0,0.231598459,0,0.048652776,0
164,0,0.056999416,0,0.116106135,0
165,0,0.589528305,0,0.303756917,0
166,0,0.067784239,0,2148,0
167,0,0.9999999,0,0.070981917,0
168,1,0.960856616,1,0.248805586,0
169,0,0.9999999,0,0,0
170,0,0.060912152,0,0.010618364,0
171,0,0.543800604,0,0.669475789,0
172,0,0.457439022,0,0.456851885,0
173,0,0.435939102,0,0.551185941,0
174,1,0.859196167,2,0.142791724,4
175,0,0.173771186,1,0.038214186,0
176,0,0.246758441,0,0.147159647,0
177,0,0.890994063,0,0.435557957,0
178,0,0.025914337,0,1130,0
179,0,0.547659012,0,0.21193267,0
180,0,0.067296896,1,0.153105862,1
181,0,0.074727011,0,0.030564884,0
182,0,0.013692447,0,454,0
183,0,0.017837002,0,0.677147239,0
184,0,0.9999999,1,0,0
185,0,0.334188969,0,0.742106816,0
186,0,0.13299659,0,2686,0
187,0,0.012595209,0,533,0
188,0,0.026231338,0,0.1807896,0
189,0,0.902209779,0,0.547390522,0
190,0,0.053075411,0,0.381402066,0
191,0,0.25853729,1,803,1
192,0,0.099614267,0,0.018121547,0
193,0,0.019853938,2,0.452934662,0
194,0,0.460357801,0,2690,0
195,1,0.833817523,3,1775,0
196,0,0.029569658,1,0.105787395,0
197,0,0.215235049,0,0.165489163,0
198,0,0.411171434,0,0.550064277,0
199,0,0.076162047,0,0.130772893,0
200,0,0.29814085,0,0.232157734,0
201,0,0.206605648,0,0.310709479,0
202,0,0.245823389,1,0.12386778,0
203,1,0.9999999,0,0.105489451,0
204,1,0.547211731,0,0.175431303,0
205,0,0,0,0,0
206,0,0.008934588,0,965,0
207,0,0.346610558,1,1725,0
208,0,0.9999999,0,0,0
209,0,0.00282216,0,1449,0
210,0,0.023899602,0,0.321085888,0
211,0,0.101386246,0,0.064100059,0
212,0,0.021529081,0,0.009141551,0
213,0,0.056129591,0,0.426801802,0
214,0,0.507256748,0,828,0
215,0,0,0,272,0
216,0,0.561234083,0,0.142102616,0
217,0,0.371964912,0,0.588068655,0
218,0,0.268379729,0,17,0
219,0,0.307807683,0,0.118822876,0
220,0,0.965968344,0,0.577979206,0
221,0,0.063018372,0,0.274207369,0
222,0,0,2,0,0
223,0,0.9999999,0,0.208992506,0
224,0,0.066146693,0,0.130836297,0
225,0,0.766946087,0,0.058761249,0
226,0,0.099152137,0,0.259352084,0
227,0,0.181689952,0,0.160707143,0
228,0,0.08617142,0,0.379941547,0
229,0,0.304739052,4,0.365713587,0
230,0,0.12344773,0,0.072428648,0
231,0,0.571527353,1,0.973491258,0
232,0,0.668308581,0,0.49310138,0
233,2,0.794212219,0,0.433985839,0
234,0,0.563864244,0,0.115525632,0
235,0,0.291253534,0,0.284709853,0
236,0,0.082461456,0,0.886868687,0
237,1,0,0,0.261412487,1
238,0,0.443547022,0,1779,0
239,0,0.283271754,0,0.495036544,0
240,0,0.384871781,0,0.638788585,0
241,0,0.174751171,1,0.194450197,0
242,0,0,0,0.703029697,0
243,0,0,0,467,0
244,0,0.991152514,0,0.789339698,0
245,0,1.010366531,2,0.463752334,1
246,0,0.07920536,0,0.411817853,0
247,0,0.024719011,0,0.007197121,0
248,0,0.079803877,0,0.246225506,0
249,0,0.214589891,0,657,0
250,0,0.014577962,0,983,0
251,0,0.082763908,0,0.275878488,0
252,0,0.9999999,0,0,0
253,0,0.767446511,0,0.113396173,0
254,0,0.053434037,0,0.452203824,0
255,0,0.080083629,0,32,0
256,0,0.06004476,0,0.441082803,0
257,0,0,0,0.722177311,0
258,0,0,0,0.138976837,0
259,0,0.397362608,1,0.978104379,0
260,0,0.009465405,1,0.275890099,0
261,0,0.176125506,0,283,0
262,0,0.07313241,0,0.173884077,0
263,0,0.185666958,0,0.251218598,0
264,0,0.143985601,0,1971,0
265,0,0.069094032,0,0.209754194,0
266,0,0,0,1221,0
267,0,0.721986227,0,1.798695247,0
268,0,0.032748363,0,1373,0
269,1,1.092301238,4,0.882389701,0
270,0,0.047483914,0,0.308350622,0
271,0,0.037713208,0,0.009497626,0
272,0,0.35097686,0,1.594189316,0
273,0,0.788686723,0,0.331334333,0
274,0,0.184134509,0,0.605944607,0
275,2,0.9999999,0,0.198521647,0
276,0,0.071795214,0,1586,0
277,0,0.169951252,0,122,0
278,0,0.025084882,1,0.618038196,0
279,0,0.244349718,0,1.225050916,0
280,0,1.107892108,0,0.008247938,0
281,0,0.852213505,0,0.544367644,0
282,0,0.074555164,0,0.252650634,0
283,0,0.9999999,0,0.41023622,0
284,0,0.179371097,0,3.077448747,0
285,0,0.033154082,1,0.357944932,0
286,0,0.034332618,0,0.289311091,0
287,0,0.01790529,0,3527,0
288,0,0.035998925,0,36,0
289,0,0.025216706,0,0.013994402,0
290,0,0.022288912,0,0.368926215,0
291,0,0.987940125,2,0.149522328,0
292,0,0.061115648,0,0.056766346,0
293,0,0.013021933,0,0.291536278,0
294,0,0.021163659,0,0.412627369,0
295,0,1.03998334,2,0.434969854,0
296,0,0.9999999,0,0.61298377,0
297,2,0.9999999,1,0.186271243,0
298,0,0.056897079,5,5057,0
299,0,0,1,0.269487009,0
300,0,0.569553881,3,0.322425659,0
301,0,0.517790621,1,0.48161885,0
302,0,0,0,0.091127314,0
303,0,0.007249819,0,0.220163723,0
304,0,0.931213757,0,0.348089172,0
305,0,0.004945383,0,0.414634146,0
306,0,0.655196588,0,0.588702234,0
307,2,0.9999999,1,0.678390749,3
308,0,0.01259937,0,0.283300018,0
309,0,0.035703734,0,46,0
310,0,0.718204489,1,0.482335689,0
311,0,0.013655024,0,0.082608696,0
312,0,0.00215378,1,0.345187002,0
313,0,0.277032266,0,0.612191025,0
314,0,0.688631487,2,0.0896048,0
315,0,0.100017475,0,0.12125675,0
316,0,0.016161616,0,0.023809524,0
317,0,0.292090185,0,0.519688753,0
318,0,0.024674383,0,0.017028773,0
319,0,0.436167269,0,2967.5,0
320,0,0.451192902,0,0.726054789,0
321,0,0.156944907,4,0.346331709,0
322,0,0.300336333,0,0.641199572,0
323,0,0.347879761,0,0.027035674,0
324,0,0.906690592,0,1126,0
325,0,0.01408411,0,0.820043892,0
326,0,0.323400005,0,0.270746644,0
327,0,0.000886898,1,0.142222222,0
328,0,0.38654265,0,0.626710713,0
329,0,0.091130531,0,0.512090038,0
330,0,0.061926812,0,0.475836018,0
331,2,0.9999999,0,0.470725995,1
332,0,0.170832825,0,213,0
333,0,0.020543587,0,0.176196809,0
334,0,0,0,0.434932042,0
335,0,0.023827898,0,0.040356299,0
336,0,0.748757559,0,0.192510453,0
337,0,1.070619587,0,0.058465286,0
338,0,0.014282669,0,0.166305616,0
339,0,0.128524765,0,0.396700412,0
340,0,0.019522578,0,0.258185454,0
341,0,0,0,0,0
342,0,0.009038288,0,0.296901033,0
343,0,0.9999999,0,0.000302939,0
344,0,0.051765249,0,48,0
345,0,0.08562393,0,0.216536426,0
346,0,0.667907711,1,0.414101909,0
347,0,0.546554078,3,0.910272432,0
348,1,0.9999999,0,0.030890988,0
349,0,0.257896293,0,0.485813614,0
350,0,0.215889206,0,0.421810425,0
351,0,0.337558869,0,2870,0
352,0,0.9999999,0,3046,0
353,0,0.118794604,0,1.383004047,0
354,0,0.891310869,0,0.329608281,0
355,0,0.013142254,0,1390,0
356,0,0.053624822,0,32,0
357,0,0.126445417,0,0.286080878,0
358,0,0.9999999,0,241,0
359,0,0.035320682,0,0.533561839,0
360,0,0.179820504,0,0.107446277,0
361,0,0.103607841,0,0.337700396,0
362,0,1.00189084,2,0.285091655,1
363,0,0.003481224,0,1132,1
364,0,0.9999999,0,0.142194745,0
365,0,0.078856986,2,0.766718507,0
366,0,0.191361728,0,0.454012263,0
367,0,0.192693193,0,664,0
368,0,0.416731474,0,0.409993454,0
369,0,0.06596179,0,0.376135472,0
370,0,0.025943844,0,0.337264453,0
371,0,0.001462936,0,0.150868413,0
372,0,0.669085693,0,0.881513205,0
373,1,0.415430267,6,0.394810738,0
374,0,0.003649939,0,0.179277108,0
375,0,0.545514203,0,0.32825069,0
376,0,0.287817141,0,0.183763247,0
377,0,1.121171771,0,306,0
378,0,0.905121825,0,0.415401703,0
379,2,0.9999999,1,0.108618654,0
380,0,0.9999999,0,0,0
381,0,0.261497739,0,0.626271333,0
382,0,0,0,0.261394884,0
383,0,0.026152385,0,0.279879996,0
384,0,0.677576546,2,0.960652591,1
385,0,0.004874656,1,2.906103286,0
386,0,0,1,0.735243798,0
387,0,0,0,0.186454236,0
388,0,0.019797308,0,0.006498375,0
389,0,0,0,26,0
390,0,0.206852876,1,0.417880023,1
391,0,0.556811704,1,0.074785043,0
392,0,0.123407088,1,0.871179663,0
393,0,0.39290601,0,111,0
394,0,0.075462938,0,0.526889865,0
395,0,0.9999999,1,0.006584855,0
396,0,5186,0,0.211157768,0
397,0,0.486708871,0,0.252884414,0
398,0,0.474262869,0,0.011336982,0
399,0,0.698762036,2,0.036499254,0
400,0,0.06917806,0,1431,0
401,0,0.133573751,0,0.20829167,0
402,0,0.454359518,0,199,0
403,0,0.592145127,0,0.496424599,0
404,0,0.058924117,0,0.639307566,0
405,0,0.173501732,0,12403,0
406,0,0.234358633,1,73,0
407,0,0.592186476,0,0.261614193,0
408,0,0.88419487,0,0.288456923,0
409,0,0.296945624,0,3464,0
410,0,0.088722699,0,2134,0
411,0,0.9999999,0,0.326124704,0
412,0,0.828847396,0,1.008952447,0
413,0,0.000530044,1,556,0
414,0,0.004088707,0,0.312196515,0
415,0,0.9999999,0,0.124291903,0
416,0,0.9999999,0,0.159014558,0
417,0,0.081962822,0,137,0
418,0,0.581021466,0,0.418992731,0
419,0,0.16131085,0,0.359305363,0
420,0,0.228694714,0,1363,0
421,0,0.058859932,0,0.828434313,0
422,0,0.055865222,0,0.022564981,0
423,0,0.024558612,0,0.336277287,0
424,0,0.09466071,0,0.085835394,0
425,0,0.00089991,0,0.365368212,0
426,0,0.180194752,0,0.33210264,0
427,0,0.11019449,0,1774,0
428,0,0,0,0.499583403,0
429,0,0.145804071,0,3404,1
430,1,0.9999999,0,0,0
431,0,0.889334671,0,0.39854192,0
432,0,0.268752732,0,0.32790224,0
433,0,0.372914193,0,0.530791789,0
434,0,0.036961753,0,0.322783861,0
435,0,0.000475311,0,1,0
436,0,0,0,0.424391847,0
437,0,0.437740693,0,1242,0
438,0,0.180754431,0,0.089487402,0
439,0,0.072703899,0,0.514738557,0
440,0,0.221889055,0,0.101850121,0
441,0,0.184451597,1,0.481733746,0
442,0,0.9999999,0,2591,0
443,0,0.407932011,0,0.066165286,0
444,0,0.395045863,0,4824,0
445,0,0.176079734,0,228,2
446,0,0.042068789,0,0.005053394,0
447,0,0.019282271,0,0.350532473,0
448,0,0.535064574,1,0.213212025,0
449,0,0,0,2622,0
450,0,0.04559772,0,0.001079957,0
451,0,0.077660195,0,0.033403733,0
452,0,0,0,0.184965256,0
453,0,0.665433364,0,0.221529671,0
454,0,0.549049445,0,2.585350023,0
455,0,0,0,0.089385475,0
456,0,0.9999999,3,0.310980865,3
457,0,0.444981709,0,0.425850988,0
458,0,0.235850189,0,0.106263067,0
459,0,0.385961404,0,0.445093817,0
460,0,0.027048648,0,0.113460427,0
461,0,0.554381521,0,0.29240434,0
462,0,0.342646088,0,0.709454456,0
463,0,0.411942821,0,0.359691693,0
464,2,0.9999999,2,0.545918367,1
465,0,0.024560377,0,0.255440599,0
466,0,0.029877496,0,2953,0
467,0,0.010929724,0,0.428845692,0
468,0,0.1141528,0,0.235702963,0
469,0,0.262217855,1,0.244055753,0
470,0,0,0,0.267651131,0
471,0,0.03139843,0,0.275324366,0
472,0,0.022716288,1,0.012588944,0
473,3,0.9999999,0,0.334832584,1
474,0,1.003097719,0,1.179487179,0
475,0,0.759280928,0,899,0
476,0,0.005740528,0,0.03229673,0
477,0,0.050538101,0,0.181358929,0
478,0,0.023176062,1,0.274875057,0
479,0,0.101020438,0,0.144252027,0
480,0,0.429747208,4,3537,1
481,0,0.043279689,0,0.336400302,0
482,0,0.038860841,0,0.631936806,0
483,0,0.0000725,0,0.379888268,0
484,0,0.00354682,1,0.058974359,0
485,0,0.286344775,0,0.558459509,0
486,0,0.085059489,0,0.238816967,0
487,0,0.025070533,0,0.004415475,0
488,0,0.024614122,0,0.856163405,0
489,0,0,0,2430,0
490,0,0.031854868,0,0.36476326,0
491,0,0.01482988,0,0.389834206,0
492,0,0.388697167,0,0.564991334,0
493,0,0.014577454,0,25,0
494,0,0,0,0.059334845,0
495,0,0.041238349,0,0.011180802,0
496,0,0.035861038,0,0.259179266,0
497,0,0.095180964,0,0.128589263,0
498,0,0.014819704,0,0.008312739,0
499,0,0.20530962,1,0.190278419,0
500,0,0.107761679,0,0.290245837,0
501,0,0.250649957,0,0.137072585,0
502,0,0.658577328,0,0.450033356,0
503,0,0.203570137,0,0.132285714,0
504,0,0.551448551,0,0.096643656,0
505,0,0.060299494,0,0.048217417,0
506,0,112,0,0.232450501,0
507,0,0,0,805,0
508,0,0.073734829,0,0.005185681,0
509,0,0.042842297,0,64,0
510,0,0.9999999,0,0,0
511,0,0.232067749,0,0.489414902,0
512,0,0.016015409,0,0.200840131,0
513,0,0.002833097,0,0.231452688,0
514,1,0.829056981,0,0.221564161,0
515,0,0.012769409,0,0.184474124,0
516,0,0.213304852,0,0.184359296,0
517,0,0.004134808,0,34,0
518,0,0.084791386,0,0.004892736,0
519,0,0,0,0.259400286,0
520,0,0.073393188,0,0.09965295,0
521,0,0.272357867,0,2031,0
522,0,0.450167088,0,0.168923141,0
523,0,0.221836321,0,906,0
524,0,0.629281153,1,0.472624466,1
525,0,0.334835575,2,0.383595851,3
526,0,0.377560062,0,0.193902615,0
527,0,0.018476584,0,345,0
528,0,0.027358014,0,0.096612993,0
529,0,0.009808475,0,35,0
530,0,0.786013374,0,0.258165665,0
531,0,0.142304407,0,0.165668663,0
532,0,0.063052472,0,0.371987496,0
533,0,0.095352372,0,0.281279222,0
534,0,0.13253907,0,2416,0
535,0,0.062498438,1,0.038747578,0
536,0,0.17879106,0,107,0
537,0,0.020951906,0,0.485959503,0
538,0,0.014474567,0,539,0
539,0,0.9999999,0,0.047860669,0
540,0,0.077585116,0,18,0
541,0,0.001119808,0,0.190629183,0
542,0,0.17911902,0,0.046974522,0
543,0,0.197220558,0,0.206432161,0
544,0,0.473451075,0,0.35623625,0
545,0,0.004181335,0,394,0
546,2,0.198691147,2,1251,2
547,0,0.279744051,0,41,0
548,0,0.9999999,0,0,0
549,0,0.130342429,0,0.346368715,0
550,0,0,0,0.221837088,0
551,0,0.141573625,0,0.632962011,0
552,0,0.00517235,0,0.25974805,0
553,0,0.298556363,0,0.298200514,0
554,0,0.658835417,0,1164,0
555,0,0.80182391,0,0.537386805,0
556,0,0.571285743,0,0.904849192,0
557,0,0.055456094,0,0.20978311,0
558,0,0.9999999,1,0.121175765,0
559,0,0.533705734,0,0.890027493,0
560,0,0.008860647,0,0.003775366,0
561,0,0.211817734,0,0.078272106,0
562,0,0.323711753,1,0.249923804,0
563,0,0.195073588,0,0.594119635,0
564,0,0.448805552,0,0.477844875,0
565,0,0.001144044,0,0.095380924,0
566,0,0.061129258,0,2343,0
567,0,0.878805239,0,1.541677191,0
568,0,0.043828855,0,2.141716567,0
569,0,0.011228206,0,0.264805224,0
570,0,0.009050963,0,0.001801261,0
571,0,0.135586441,0,0.206024626,0
572,0,0.238703089,0,0.317084603,0
573,0,0.852490239,2,0.421324423,0
574,0,0.170758652,0,0.048454084,0
575,0,0.097861471,0,175,0
576,0,0.099132919,0,721,0
577,0,0.959122697,1,1.382330883,0
578,0,0.051413654,0,0.302892428,0
579,0,0.030698465,0,0.269524433,0
580,0,0.950198076,0,522,0
581,0,0.126554333,1,0.37584672,0
582,0,0,0,0,0
583,0,0.089366322,0,121,0
584,0,0.9999999,0,0,0
585,0,0.040966583,0,0.18837535,0
586,1,0.994011976,0,14,1
587,2,1.139813582,2,0.480141964,2
588,0,0.350689399,1,0.459942507,0
589,0,0.94526416,4,0.641717791,0
590,0,0.05252518,0,0.125810056,0
591,0,0.112419724,0,0.280928355,0
592,0,0.984671776,1,0.170603675,0
593,0,0.006833191,0,968,0
594,0,0.022649434,0,0.005817712,0
595,0,0.9999999,0,0.687607082,0
596,0,0.024512732,0,0.745496009,0
597,0,0.636840551,1,0.48710662,0
598,0,0.462576449,1,0.372732592,0
599,0,0.469489649,0,0.452922965,0
600,0,0.038854837,0,0.043416167,0
601,1,0.972654007,0,0.1712032,0
602,0,0.800938389,0,1825,0
603,0,0.557846744,0,0.317812232,0
604,0,0.034907105,0,0.203380589,0
605,0,0.032661528,0,0.604791549,0
606,0,0.965135763,0,0.586620614,0
607,0,0.277976334,1,0.300095572,0
608,0,0.085706913,1,0.640924956,0
609,0,0.203305183,0,0.661667248,0
610,0,0.9999999,0,0.009926912,0
611,0,0.033296397,0,0.014993753,0
612,0,0.056342885,0,1758,0
613,0,0.141024757,0,0.461616675,0
614,0,0.001653814,0,1641,0
615,0,0.9999999,1,650,0
616,0,0.74876451,1,0.307825623,0
617,0,0.860082305,0,871,0
618,0,0.847235662,0,0.259532841,0
619,0,0.63721505,0,0.315337423,0
620,0,0.31104233,3,0.421323277,1
621,0,0.158601957,0,1514,0
622,0,0.66110423,0,1.029443839,0
623,0,0.042942244,0,0.136005423,0
624,0,0.448255174,0,0.030447626,0
625,0,0.150296511,1,0.125982665,0
626,0,0.236813421,0,0.086226852,0
627,0,0.037867442,0,0.29908865,0
628,0,0.843559083,0,0.366819747,1
629,0,0.582045331,0,0.081007115,0
630,0,0.189976667,0,0.178583886,0
631,0,0.410789169,0,0.41025641,0
632,0,0.086355786,0,0.210631561,0
633,0,0.001388865,0,915,0
634,0,0.061093248,0,0.351129774,0
635,0,0,0,0.358230428,0
636,0,0.020698965,0,1864,0
637,0,0.747536059,0,5052,0
638,0,0.000397012,0,0,0
639,0,0.860277886,0,1.437282902,0
640,0,0.039330891,0,0.021295089,0
641,0,0.034871199,0,0.313133402,0
642,0,0.080729228,0,0.197839744,0
643,0,0.016428341,1,0.255736337,0
644,0,0.028574286,0,0.413010234,0
645,1,0.964132677,1,0.222506394,0
646,0,0.043494167,0,587,0
647,0,0.9999999,0,0.074493792,0
648,0,0.14371018,0,0.201389376,0
649,0,0.03227563,0,0.361210094,0
650,0,0.968741898,0,0.374611169,0
651,0,0.103547411,0,0.242473644,0
652,0,0.021970593,0,0.501791127,1
653,0,0.737018519,0,0.205599569,0
654,0,0.070277189,0,3622,0
655,0,0.9999999,0,0,0
656,0,0.017402945,0,1770,0
657,0,0.603731766,0,0.836566725,0
658,0,0.11684988,0,1.035580368,0
659,0,0.107725735,0,0.650451836,0
660,0,0,0,0.114377125,0
661,0,0.124523416,0,0.254745255,0
662,0,0.01159768,0,0.039428449,0
663,0,0.457511121,1,0.381220417,0
664,0,0.01045323,0,0.457923679,0
665,0,0.952248407,0,0.516664436,0
666,0,0.122781329,0,0.391752577,0
667,0,0.0753197,0,0.007780587,0
668,0,0.744313507,0,0.640474277,0
669,0,0.591120107,0,0.450116953,0
670,0,0.053783202,0,0.467451677,0
671,0,0.833910382,2,1179,0
672,0,0.087205393,0,0.328767123,0
673,0,0.344952351,2,0.464053595,0
674,0,0.315312369,0,0.429497069,0
675,0,0.020687059,0,1818,0
676,0,0.005725266,0,0.000706589,0
677,0,0.791252131,0,0.273787702,1
678,0,0.028240624,0,0.346695755,0
679,0,0.554802511,0,2.62962963,0
680,0,0.9999999,0,4124,0
681,0,0.965501917,0,0.372192245,0
682,0,0.022965901,0,0.198085883,0
683,0,0.9999999,0,0.300666032,0
684,0,0.966335578,0,0.340689951,0
685,0,0.069815643,0,0.031649084,0
686,0,0.196807867,0,0.37043826,0
687,0,0.414309077,0,0.329717081,0
688,0,0.26528407,0,0.56130064,0
689,0,0.034664356,0,15,0
690,0,0.620619357,2,0.705746159,3
691,1,0.9999999,0,66,0
692,0,0,0,0.139107612,0
693,0,0.058419244,0,0.172585266,0
694,0,0.001656263,0,0.150681577,0
695,0,0.005278602,0,0.157463186,0
696,0,0.969722936,0,0.110278524,0
697,0,0.444201816,0,0.320834807,0
698,0,0,0,1098,1
699,0,0.346698928,0,0.699875022,0
700,0,0.00253416,1,0.228773854,0
701,0,0,0,0.236775393,0
702,0,0.194218319,0,0.129247749,0
703,0,0.376826554,1,0.455233471,0
704,1,0.9999999,0,0.259172521,0
705,0,0.008197396,0,1100.5,0
706,0,0.047489409,0,4875,0
707,0,0.023727109,0,0.036507531,0
708,0,0.024836704,0,0.368625708,0
709,0,0.74130675,0,0.464239371,0
710,0,0.297020085,0,0.520814694,0
711,0,0.000303007,0,0.251582806,1
712,0,0.595729615,0,0.410478793,0
713,2,0.2268228,0,0.19730045,0
714,0,0.203558247,3,0.344155844,1
715,0,0.006666578,0,0.540409932,0
716,0,0.007634306,0,0.180234913,0
717,6,0.75864827,3,0.277222117,1
718,0,0.048867441,0,0.214703168,0
719,0,0.9999999,0,0.007748063,0
720,0,0.107725632,0,22,0
721,0,0,0,313,0
722,3,1.465534466,1,136,0
723,0,0,0,0.169970785,0
724,0,0.313894636,0,1187,0
725,0,0.031504583,0,1566,0
726,0,0.1029212,0,0.428742834,0
727,0,0.069374644,0,712,0
728,0,0.160794839,0,2252,0
729,0,0.205386308,1,0.07079646,0
730,0,0.103799554,0,4669,0
731,0,0.048011197,0,0.016231475,0
732,0,0.37832723,0,1012,0
733,0,0.775096735,0,0.470609242,0
